Fecha;Hora;Lectura Barométrica Actual F(Digits);Temperatura Actual T(°C);Presión Calculada P(kPa);Presión Calculada P(kPa) Corrgida;Presión Calculada (mca);Columna1;Elevación Piezométrica (msnm);Elevación Piezométrica (msnm) Corregida;Columna2
7/4/2023;15:30:00;5438,4;122,8;842,3;;85,89;85,89;874,89;;
7/4/2023;16:30:00;5438,3;122,8;842,41;;85,9;85,9;874,9;;
7/4/2023;17:30:00;5438,3;122,8;842,41;;85,9;85,9;874,9;;
7/4/2023;18:30:00;5438,1;122,8;842,64;;85,93;85,93;874,93;;
7/4/2023;19:30:00;5438,2;121,9;838,93;;85,55;85,55;874,55;;
7/4/2023;20:30:00;5438,2;121,1;835,74;;85,22;85,22;874,22;;
7/4/2023;21:30:00;5438,1;119,4;829,07;;84,54;84,54;873,54;;
7/4/2023;22:30:00;5437,9;120,2;832,49;;84,89;84,89;873,89;;
8/4/2023;1:30:00;5438,1;121,1;835,86;;85,24;85,24;874,24;;
8/4/2023;2:30:00;5437,9;120,2;832,49;;84,89;84,89;873,89;;
8/4/2023;3:30:00;5438,1;121,1;835,86;;85,24;85,24;874,24;;
8/4/2023;4:30:00;5438,2;121,1;835,74;;85,22;85,22;874,22;;
8/4/2023;5:30:00;5438,5;124,7;849,77;;86,65;86,65;875,65;;
8/4/2023;6:30:00;5438;120,2;832,38;;84,88;84,88;873,88;;
8/4/2023;7:30:00;5437,9;121,1;836,09;;85,26;85,26;874,26;;
8/4/2023;8:30:00;5437,9;121,1;836,09;;85,26;85,26;874,26;;
8/4/2023;9:30:00;5437,7;121,1;836,32;;85,28;85,28;874,28;;
8/4/2023;10:30:00;5437,7;121,1;836,32;;85,28;85,28;874,28;;
8/4/2023;11:30:00;5437,8;121,1;836,2;;85,27;85,27;874,27;;
8/4/2023;12:30:00;5437,8;121,1;836,2;;85,27;85,27;874,27;;
8/4/2023;15:30:00;5437,9;121,1;836,09;;85,26;85,26;874,26;;
8/4/2023;16:30:00;5437,7;121,9;839,51;;85,61;85,61;874,61;;
8/4/2023;17:30:00;5437,9;121,1;836,09;;85,26;85,26;874,26;;
8/4/2023;18:30:00;5437,9;121,1;836,09;;85,26;85,26;874,26;;
8/4/2023;19:30:00;5437,8;121,1;836,2;;85,27;85,27;874,27;;
8/4/2023;20:30:00;5437,8;121,1;836,2;;85,27;85,27;874,27;;
8/4/2023;21:30:00;5437,9;122,8;842,88;;85,95;85,95;874,95;;
8/4/2023;22:30:00;5437,5;121,9;839,75;;85,63;85,63;874,63;;
8/4/2023;23:30:00;5437,6;121,9;839,63;;85,62;85,62;874,62;;
9/4/2023;0:30:00;5437,5;122,8;843,34;;86;86;875;;
9/4/2023;1:30:00;5437,9;122,8;842,88;;85,95;85,95;874,95;;
9/4/2023;2:30:00;5437,9;121,1;836,09;;85,26;85,26;874,26;;
9/4/2023;5:30:00;5437,6;121,1;836,44;;85,29;85,29;874,29;;
9/4/2023;6:30:00;5437,7;120,2;832,73;;84,92;84,92;873,92;;
9/4/2023;7:30:00;5437,7;120,2;832,73;;84,92;84,92;873,92;;
9/4/2023;8:30:00;5437,7;120,2;832,73;;84,92;84,92;873,92;;
9/4/2023;9:30:00;5437,7;120,2;832,73;;84,92;84,92;873,92;;
9/4/2023;10:30:00;5437,6;120,2;832,84;;84,93;84,93;873,93;;
9/4/2023;11:30:00;5437,7;120,2;832,73;;84,92;84,92;873,92;;
9/4/2023;12:30:00;5437,7;118,6;826,34;;84,27;84,27;873,27;;
9/4/2023;13:30:00;5437,9;119,4;829,3;;84,57;84,57;873,57;;
9/4/2023;14:30:00;5438;120,2;832,38;;84,88;84,88;873,88;;
9/4/2023;15:30:00;5438;120,2;832,38;;84,88;84,88;873,88;;
9/4/2023;16:30:00;5438;121,1;835,97;;85,25;85,25;874,25;;
9/4/2023;19:30:00;5437,7;121,1;836,32;;85,28;85,28;874,28;;
9/4/2023;20:30:00;5437,5;121,1;836,55;;85,31;85,31;874,31;;
9/4/2023;21:30:00;5437,6;122,8;843,22;;85,99;85,99;874,99;;
9/4/2023;22:30:00;5437,4;121,9;839,86;;85,64;85,64;874,64;;
9/4/2023;23:30:00;5437,6;121,1;836,44;;85,29;85,29;874,29;;
10/4/2023;0:30:00;5437,7;121,1;836,32;;85,28;85,28;874,28;;
10/4/2023;1:30:00;5437,5;122,8;843,34;;86;86;875;;
10/4/2023;2:30:00;5437,5;121,1;836,55;;85,31;85,31;874,31;;
10/4/2023;3:30:00;5437,5;119,4;829,76;;84,61;84,61;873,61;;
10/4/2023;4:30:00;5437,5;121,9;839,75;;85,63;85,63;874,63;;
10/4/2023;5:30:00;5437,5;118,6;826,57;;84,29;84,29;873,29;;
10/4/2023;9:30:00;5437,4;119,4;829,88;;84,63;84,63;873,63;;
10/4/2023;10:30:00;5437,6;118,6;826,45;;84,28;84,28;873,28;;
10/4/2023;11:30:00;5437,8;119,4;829,41;;84,58;84,58;873,58;;
10/4/2023;12:30:00;5437,8;119,4;829,41;;84,58;84,58;873,58;;
10/4/2023;13:30:00;5438;119,4;829,18;;84,56;84,56;873,56;;
10/4/2023;14:30:00;5437,9;119,4;829,3;;84,57;84,57;873,57;;
10/4/2023;15:30:00;5438;119,4;829,18;;84,56;84,56;873,56;;
10/4/2023;16:30:00;5438,1;119,4;829,07;;84,54;84,54;873,54;;
10/4/2023;17:30:00;5437,9;119,4;829,3;;84,57;84,57;873,57;;
10/4/2023;18:30:00;5438,1;119,4;829,07;;84,54;84,54;873,54;;
10/4/2023;19:30:00;5437,9;119,4;829,3;;84,57;84,57;873,57;;
10/4/2023;20:30:00;5437,8;119,4;829,41;;84,58;84,58;873,58;;
10/4/2023;23:30:00;5437,7;118,6;826,34;;84,27;84,27;873,27;;
11/4/2023;0:30:00;5437,8;119,4;829,41;;84,58;84,58;873,58;;
11/4/2023;1:30:00;5437,8;118,6;826,22;;84,25;84,25;873,25;;
11/4/2023;2:30:00;5437,8;118,6;826,22;;84,25;84,25;873,25;;
11/4/2023;3:30:00;5437,9;118,6;826,1;;84,24;84,24;873,24;;
11/4/2023;4:30:00;5437,9;118,6;826,1;;84,24;84,24;873,24;;
11/4/2023;5:30:00;5437,8;120,2;832,61;;84,9;84,9;873,9;;
11/4/2023;6:30:00;5437,8;120,2;832,61;;84,9;84,9;873,9;;
11/4/2023;7:30:00;5437,6;119,4;829,65;;84,6;84,6;873,6;;
11/4/2023;8:30:00;5437,6;119,4;829,65;;84,6;84,6;873,6;;
11/4/2023;9:30:00;5437,7;118,6;826,34;;84,27;84,27;873,27;;
11/4/2023;10:30:00;5437,6;119,4;829,65;;84,6;84,6;873,6;;
11/4/2023;11:30:00;5437,7;120,2;832,73;;84,92;84,92;873,92;;
15/4/2023;9:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
15/4/2023;11:30:00;5654,4;21,7;187,97;;19,17;19,17;808,17;;
15/4/2023;12:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
15/4/2023;13:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
15/4/2023;14:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
15/4/2023;15:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
15/4/2023;16:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
15/4/2023;17:30:00;5654,5;21,7;187,86;;19,16;19,16;808,16;;
15/4/2023;18:30:00;5654,5;21,7;187,86;;19,16;19,16;808,16;;
15/4/2023;19:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
15/4/2023;20:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
15/4/2023;23:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
16/4/2023;0:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
16/4/2023;1:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
16/4/2023;2:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
16/4/2023;3:30:00;5654,3;21,7;188,09;;19,18;19,18;808,18;;
16/4/2023;4:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
16/4/2023;5:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
16/4/2023;6:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
16/4/2023;7:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
16/4/2023;8:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
16/4/2023;9:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
16/4/2023;10:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
16/4/2023;11:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
16/4/2023;14:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
16/4/2023;15:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
16/4/2023;16:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
16/4/2023;17:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
16/4/2023;18:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
16/4/2023;19:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
16/4/2023;20:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
16/4/2023;21:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
16/4/2023;22:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
16/4/2023;23:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
17/4/2023;0:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
17/4/2023;1:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
17/4/2023;4:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
17/4/2023;5:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
17/4/2023;6:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
17/4/2023;7:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
17/4/2023;8:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
17/4/2023;9:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
17/4/2023;10:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
17/4/2023;11:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
17/4/2023;12:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
17/4/2023;13:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
17/4/2023;14:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
17/4/2023;15:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
17/4/2023;18:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
17/4/2023;19:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
17/4/2023;20:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
17/4/2023;21:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
17/4/2023;22:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
17/4/2023;23:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
18/4/2023;0:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
18/4/2023;1:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
18/4/2023;2:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
18/4/2023;3:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
18/4/2023;4:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
18/4/2023;5:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
18/4/2023;8:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
18/4/2023;9:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
18/4/2023;10:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
18/4/2023;11:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
18/4/2023;12:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
18/4/2023;13:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
18/4/2023;14:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
18/4/2023;15:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
18/4/2023;16:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
18/4/2023;17:30:00;5656,1;21,7;186;;18,97;18,97;807,97;;
18/4/2023;18:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
18/4/2023;22:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
18/4/2023;23:30:00;5654,5;21,7;187,86;;19,16;19,16;808,16;;
19/4/2023;0:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
19/4/2023;1:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
19/4/2023;2:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
19/4/2023;3:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
19/4/2023;4:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
19/4/2023;5:30:00;5654,4;21,7;187,97;;19,17;19,17;808,17;;
19/4/2023;6:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
19/4/2023;7:30:00;5654,3;21,7;188,09;;19,18;19,18;808,18;;
19/4/2023;8:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
19/4/2023;9:30:00;5654,5;21,7;187,86;;19,16;19,16;808,16;;
19/4/2023;12:30:00;5654,5;21,7;187,86;;19,16;19,16;808,16;;
19/4/2023;13:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
19/4/2023;14:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
19/4/2023;15:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
19/4/2023;16:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
19/4/2023;17:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
19/4/2023;18:30:00;5654,3;21,7;188,09;;19,18;19,18;808,18;;
19/4/2023;19:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
19/4/2023;20:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
19/4/2023;21:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
19/4/2023;22:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
19/4/2023;23:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
20/4/2023;0:30:00;5654,4;21,7;187,97;;19,17;19,17;808,17;;
20/4/2023;2:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
20/4/2023;3:30:00;5654,2;21,7;188,2;;19,19;19,19;808,19;;
20/4/2023;4:30:00;5654,3;21,7;188,09;;19,18;19,18;808,18;;
20/4/2023;5:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
20/4/2023;6:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
20/4/2023;7:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
20/4/2023;8:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
20/4/2023;9:30:00;5654,4;21,7;187,97;;19,17;19,17;808,17;;
20/4/2023;10:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
20/4/2023;11:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
20/4/2023;12:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
20/4/2023;13:30:00;5654,5;21,7;187,86;;19,16;19,16;808,16;;
20/4/2023;16:30:00;5654,5;21,7;187,86;;19,16;19,16;808,16;;
20/4/2023;17:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
20/4/2023;18:30:00;5654,2;21,7;188,2;;19,19;19,19;808,19;;
20/4/2023;19:30:00;5654,4;21,7;187,97;;19,17;19,17;808,17;;
20/4/2023;20:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
20/4/2023;21:30:00;5654,4;21,7;187,97;;19,17;19,17;808,17;;
20/4/2023;22:30:00;5653,9;21,7;188,55;;19,23;19,23;808,23;;
20/4/2023;23:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
21/4/2023;0:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
21/4/2023;1:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
21/4/2023;2:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
21/4/2023;3:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
21/4/2023;6:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
21/4/2023;7:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
21/4/2023;8:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
21/4/2023;9:30:00;5654,4;21,7;187,97;;19,17;19,17;808,17;;
21/4/2023;10:30:00;5655;21,8;187,67;;19,14;19,14;808,14;;
21/4/2023;11:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
21/4/2023;12:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
21/4/2023;13:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
21/4/2023;14:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
21/4/2023;15:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
21/4/2023;16:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
21/4/2023;17:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
21/4/2023;20:30:00;5654,6;21,7;187,74;;19,14;19,14;808,14;;
21/4/2023;21:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
21/4/2023;22:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
21/4/2023;23:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
22/4/2023;0:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
22/4/2023;1:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
22/4/2023;2:30:00;5655,8;21,7;186,35;;19;19;808;;
22/4/2023;3:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
22/4/2023;4:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
22/4/2023;5:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
22/4/2023;6:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
22/4/2023;7:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
22/4/2023;10:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
22/4/2023;11:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
22/4/2023;12:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
22/4/2023;13:30:00;5655,8;21,7;186,35;;19;19;808;;
22/4/2023;14:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
22/4/2023;15:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
22/4/2023;16:30:00;5655,8;21,7;186,35;;19;19;808;;
22/4/2023;17:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
22/4/2023;18:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
22/4/2023;19:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
22/4/2023;20:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
22/4/2023;21:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
23/4/2023;0:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
23/4/2023;1:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
23/4/2023;2:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
23/4/2023;3:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
23/4/2023;4:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
23/4/2023;5:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
23/4/2023;6:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
23/4/2023;7:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
23/4/2023;8:30:00;5654,9;21,8;187,79;;19,15;19,15;808,15;;
23/4/2023;9:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
23/4/2023;10:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
23/4/2023;11:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
23/4/2023;12:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
23/4/2023;14:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
23/4/2023;15:30:00;5655,9;21,7;186,23;;18,99;18,99;807,99;;
23/4/2023;16:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
23/4/2023;17:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
23/4/2023;18:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
23/4/2023;19:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
23/4/2023;20:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
23/4/2023;21:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
23/4/2023;22:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
23/4/2023;23:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
24/4/2023;0:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
24/4/2023;1:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
24/4/2023;2:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
24/4/2023;4:30:00;5656;21,7;186,12;;18,98;18,98;807,98;;
24/4/2023;5:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
24/4/2023;6:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
24/4/2023;7:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
24/4/2023;8:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
24/4/2023;9:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
24/4/2023;10:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
24/4/2023;11:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
24/4/2023;12:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
24/4/2023;13:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
24/4/2023;14:30:00;5655,7;21,7;186,46;;19,01;19,01;808,01;;
24/4/2023;15:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
24/4/2023;18:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
24/4/2023;19:30:00;5655,9;21,7;186,23;;18,99;18,99;807,99;;
24/4/2023;20:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
24/4/2023;21:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
24/4/2023;22:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
24/4/2023;23:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
25/4/2023;0:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
25/4/2023;1:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
25/4/2023;2:30:00;5656,1;21,7;186;;18,97;18,97;807,97;;
25/4/2023;3:30:00;5655,9;21,7;186,23;;18,99;18,99;807,99;;
25/4/2023;4:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
25/4/2023;5:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
25/4/2023;8:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
25/4/2023;9:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
25/4/2023;10:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
25/4/2023;11:30:00;5655;21,7;187,28;;19,1;19,1;808,1;;
25/4/2023;12:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
25/4/2023;13:30:00;5655,8;21,7;186,35;;19;19;808;;
25/4/2023;14:30:00;5655,7;21,7;186,46;;19,01;19,01;808,01;;
25/4/2023;15:30:00;5655,8;21,7;186,35;;19;19;808;;
25/4/2023;16:30:00;5656,1;21,7;186;;18,97;18,97;807,97;;
25/4/2023;17:30:00;5656,1;21,7;186;;18,97;18,97;807,97;;
25/4/2023;18:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
25/4/2023;19:30:00;5656,1;21,7;186;;18,97;18,97;807,97;;
25/4/2023;22:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
25/4/2023;23:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
26/4/2023;0:30:00;5655,9;21,7;186,23;;18,99;18,99;807,99;;
26/4/2023;1:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
26/4/2023;2:30:00;5654,8;21,7;187,51;;19,12;19,12;808,12;;
26/4/2023;3:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
26/4/2023;4:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
26/4/2023;5:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
26/4/2023;6:30:00;5655,8;21,7;186,35;;19;19;808;;
26/4/2023;7:30:00;5655,7;21,7;186,46;;19,01;19,01;808,01;;
26/4/2023;8:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
26/4/2023;9:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
26/4/2023;10:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
26/4/2023;12:30:00;5655,8;21,7;186,35;;19;19;808;;
26/4/2023;13:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
26/4/2023;14:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
26/4/2023;15:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
26/4/2023;16:30:00;5655,9;21,7;186,23;;18,99;18,99;807,99;;
26/4/2023;17:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
26/4/2023;18:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
26/4/2023;19:30:00;5655,9;21,7;186,23;;18,99;18,99;807,99;;
26/4/2023;20:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
26/4/2023;21:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
26/4/2023;22:30:00;5655,1;21,7;187,16;;19,09;19,09;808,09;;
26/4/2023;23:30:00;5654,7;21,7;187,62;;19,13;19,13;808,13;;
27/4/2023;2:30:00;5655,9;21,7;186,23;;18,99;18,99;807,99;;
27/4/2023;3:30:00;5655,8;21,7;186,35;;19;19;808;;
27/4/2023;4:30:00;5656;21,7;186,12;;18,98;18,98;807,98;;
27/4/2023;5:30:00;5656;21,7;186,12;;18,98;18,98;807,98;;
27/4/2023;6:30:00;5656;21,7;186,12;;18,98;18,98;807,98;;
27/4/2023;7:30:00;5654,9;21,7;187,39;;19,11;19,11;808,11;;
27/4/2023;8:30:00;5655,3;21,7;186,93;;19,06;19,06;808,06;;
27/4/2023;9:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
27/4/2023;10:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
27/4/2023;11:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
27/4/2023;12:30:00;5655,2;21,7;187,04;;19,07;19,07;808,07;;
27/4/2023;13:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
27/4/2023;14:30:00;5655,5;21,7;186,7;;19,04;19,04;808,04;;
27/4/2023;16:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
27/4/2023;17:30:00;5655,6;21,7;186,58;;19,03;19,03;808,03;;
27/4/2023;18:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
27/4/2023;19:30:00;5655,9;21,7;186,23;;18,99;18,99;807,99;;
27/4/2023;20:30:00;5655,4;21,7;186,81;;19,05;19,05;808,05;;
